Operon	Start	Stop	Length	Orientation	Average operon coverage	Number of genes in operon	Genes in operon
MT3756(not expressed)	4086041	4086787	746	+	NOT EXPRESSED		
MT3756.1(not expressed)	4086920	4087228	308	-	NOT EXPRESSED		
MT3757(not expressed)	4087689	4088606	917	+	NOT EXPRESSED		
MT3756.2-MT3756.3	4087260	4087711	451	-	21.0	2	MT3756.2, MT3756.3
MT3758	4088397	4089197	800	-	12.6	1	MT3758
MT3759(not expressed)	4089194	4090252	1058	-	NOT EXPRESSED		
MT3760(not expressed)	4090354	4091139	785	-	NOT EXPRESSED		
MT3762(not expressed)	4093123	4093254	131	-	NOT EXPRESSED		
MT3761	4091905	4092768	863	+	28.6	1	MT3761
MT3763(not expressed)	4093523	4094293	770	-	NOT EXPRESSED		
MT3764	4094290	4095936	1646	-	10.3	1	MT3764
MT3765(not expressed)	4095933	4096733	800	-	NOT EXPRESSED		
MT3766(not expressed)	4096789	4097715	926	-	NOT EXPRESSED		
MT3767.1(not expressed)	4099428	4099784	356	+	NOT EXPRESSED		
MT3767	4097717	4099342	1625	-	10.5	1	MT3767
MT3767.2(not expressed)	4099718	4099927	209	+	NOT EXPRESSED		
MT3767.3	4099917	4100039	122	+	13.7	1	MT3767.3
MT3769	4102041	4102739	698	-	15.4	1	MT3769
MT3770(not expressed)	4102821	4103531	710	-	NOT EXPRESSED		
MT3768	4100050	4102005	1955	+	30.3	1	MT3768
MT3771	4103604	4104587	983	+	12.8	1	MT3771
MT3772-MT3775	4104580	4108203	3623	-	39.4	4	MT3772, MT3773, MT3774, MT3775
MT3776-MT3777	4108260	4109410	1150	+	154.1	2	MT3776, MT3777
MT3778-MT3780	4109514	4110947	1433	-	363.5	3	MT3778, MT3779, MT3780
MT3781-MT3782	4111032	4113211	2179	+	168.4	2	MT3781, MT3782
MT3783	4113454	4113810	356	-	85.3	1	MT3783
MT3787	4119551	4120981	1430	-	20.9	1	MT3787
MT3788(not expressed)	4121007	4121507	500	-	NOT EXPRESSED		
MT3784-MT3786	4114172	4118735	4563	+	50.5	3	MT3784, MT3785, MT3786
MT3789-MT3790	4121579	4122613	1034	-	58.2	2	MT3789, MT3790
MT3791-MT3795	4122613	4128303	5690	+	29.7	5	MT3791, MT3792, MT3793, MT3794, MT3795
MT3796	4128377	4129564	1187	-	67.8	1	MT3796
MT3798	4130457	4132010	1553	-	15.3	1	MT3798
MT3797	4129584	4130393	809	+	21.8	1	MT3797
MT3799-MT3800	4132060	4132718	658	-	97.3	2	MT3799, MT3800
MT3803-MT3807	4135003	4140441	5438	-	17.5	5	MT3803, MT3804, MT3805, MT3806, MT3807
MT3808	4140573	4141217	644	-	12.4	1	MT3808
MT3808.1(not expressed)	4141346	4141735	389	-	NOT EXPRESSED		
MT3801-MT3802	4132748	4135000	2252	+	60.7	2	MT3801, MT3802
MT3809(not expressed)	4141846	4142166	320	-	NOT EXPRESSED		
MT3810	4142285	4143295	1010	-	24.4	1	MT3810
MT3811-MT3812	4143435	4145738	2303	-	94.5	2	MT3811, MT3812
MT3814	4147995	4148984	989	-	118.1	1	MT3814
MT3814.1(not expressed)	4148981	4149250	269	-	NOT EXPRESSED		
MT3813	4145950	4147929	1979	+	73.8	1	MT3813
MT3815-MT3816	4149295	4151236	1941	+	21.0	2	MT3815, MT3816
MT3820	4153362	4154087	725	+	51.1	1	MT3820
MT3817-MT3821	4151245	4154572	3327	-	48.6	4	MT3817, MT3818, MT3819, MT3821
MT3822-MT3823	4154632	4157312	2680	+	48.3	2	MT3822, MT3823
MT3826-MT3829	4160849	4164927	4078	+	100.6	4	MT3826, MT3827, MT3828, MT3829
MT3830(not expressed)	4165268	4167076	1808	+	NOT EXPRESSED		
MT3824-MT3825	4157309	4160442	3133	-	51.4	2	MT3824, MT3825
MT3831(not expressed)	4167168	4170383	3215	+	NOT EXPRESSED		
MT3833	4170598	4172928	2330	+	10.4	1	MT3833
MT3835	4172993	4174033	1040	-	12.7	1	MT3835
MT3836-MT3837	4174071	4176305	2234	+	30.8	2	MT3836, MT3837
MT3838-MT3839	4176325	4178203	1878	-	82.0	2	MT3838, MT3839
MT3846-MT3848	4182827	4184492	1665	-	24.0	3	MT3846, MT3847, MT3848
MT3849(not expressed)	4184492	4185166	674	-	NOT EXPRESSED		
MT3850	4185163	4185558	395	-	15.0	1	MT3850
MT3851(not expressed)	4185704	4187686	1982	-	NOT EXPRESSED		
MT3840-MT3842	4178393	4181601	3208	+	47.3	3	MT3840, MT3841, MT3842
MT3853(not expressed)	4188199	4188411	212	-	NOT EXPRESSED		
MT3854	4188484	4188855	371	-	19.6	1	MT3854
MT3855(not expressed)	4188865	4189809	944	-	NOT EXPRESSED		
MT3856-MT3857	4189942	4190911	969	-	43.4	2	MT3856, MT3857
MT3858(not expressed)	4191069	4191371	302	-	NOT EXPRESSED		
MT3852	4187708	4188115	407	+	32.0	1	MT3852
MT3859(not expressed)	4191560	4192018	458	-	NOT EXPRESSED		
MT3860	4192034	4192534	500	-	44.1	1	MT3860
MT3861	4192668	4193639	971	+	23.7	1	MT3861
MT3862-MT3866	4193602	4197770	4168	-	88.0	5	MT3862, MT3863, MT3864, MT3865, MT3866
MT3867	4197800	4198153	353	+	123.6	1	MT3867
MT3868-MT3869	4198175	4201213	3038	-	17.6	2	MT3868, MT3869
MT3870	4201360	4201839	479	+	378.6	1	MT3870
MT3871-MT3872	4201895	4204253	2358	-	10.7	2	MT3871, MT3872
MT3874(not expressed)	4205309	4206253	944	-	NOT EXPRESSED		
MT3873	4204606	4205295	689	+	58.9	1	MT3873
MT3876(not expressed)	4206787	4207305	518	-	NOT EXPRESSED		
MT3877	4207513	4208088	575	-	30.6	1	MT3877
MT3878(not expressed)	4208194	4208376	182	-	NOT EXPRESSED		
MT3879	4208391	4208582	191	-	16.5	1	MT3879
MT3880(not expressed)	4208717	4209043	326	-	NOT EXPRESSED		
MT3875-MT3876.1	4206383	4207526	1143	+	91.1	2	MT3875, MT3876.1
MT3882(not expressed)	4210554	4211138	584	-	NOT EXPRESSED		
MT3881	4209447	4210508	1061	+	18.6	1	MT3881
MT3883-MT3884	4211162	4213245	2083	+	170.9	2	MT3883, MT3884
MT3885	4213333	4214961	1628	+	66.4	1	MT3885
MT3886	4215007	4215993	986	+	35.2	1	MT3886
MT3888-MT3892	4217298	4222413	5115	+	50.5	5	MT3888, MT3889, MT3890, MT3891, MT3892
MT3887	4216012	4217208	1196	-	115.7	1	MT3887
MT3894	4224688	4225911	1223	-	21.9	1	MT3894
MT3895(not expressed)	4225924	4226850	926	-	NOT EXPRESSED		
MT3893	4222569	4224707	2138	+	18.5	1	MT3893
MT3896	4227094	4227579	485	+	17.8	1	MT3896
MT3897	4227625	4228053	428	+	10.7	1	MT3897
MT3898-MT3900	4228087	4235460	7373	+	45.1	4	MT3898, MT3899, MT3899.1, MT3900
MT3901-MT3902	4235546	4242123	6577	+	19.7	2	MT3901, MT3902
MT3903(not expressed)	4242302	4243318	1016	+	NOT EXPRESSED		
MT3904(not expressed)	4243398	4245179	1781	+	NOT EXPRESSED		
MT3905(not expressed)	4245316	4246650	1334	+	NOT EXPRESSED		
MT3906-MT3908	4246703	4255365	8662	-	258.0	3	MT3906, MT3907, MT3908
MT3909-MT3910	4255678	4257818	2140	-	66.1	2	MT3909, MT3910
MT3911-MT3916	4257965	4265798	7833	-	31.8	6	MT3911, MT3912, MT3913, MT3914, MT3915, MT3916
MT3919(not expressed)	4268764	4268910	146	-	NOT EXPRESSED		
MT3917-MT3918	4266062	4268740	2678	+	147.6	2	MT3917, MT3918
MT3921(not expressed)	4270405	4270557	152	-	NOT EXPRESSED		
MT3920	4268894	4270408	1514	+	13.7	1	MT3920
MT3925.1(not expressed)	4273970	4274725	755	+	NOT EXPRESSED		
MT3922-MT3925	4270717	4273894	3177	-	65.7	4	MT3922, MT3923, MT3924, MT3925
MT3928	4276742	4278148	1406	-	15.2	1	MT3928
MT3931	4280583	4283852	3269	-	22.2	1	MT3931
MT3932	4283962	4285497	1535	-	14.4	1	MT3932
MT3926-MT3930	4274772	4280258	5486	+	36.6	4	MT3926, MT3927, MT3929, MT3930
MT3933	4285548	4291928	6380	-	31.1	1	MT3933
MT3935-MT3936	4293886	4295720	1834	-	13.5	2	MT3935, MT3936
MT3937(not expressed)	4295721	4297331	1610	-	NOT EXPRESSED		
MT3934	4292135	4293889	1754	+	17.4	1	MT3934
MT3938(not expressed)	4297379	4298008	629	-	NOT EXPRESSED		
MT3939(not expressed)	4298080	4298562	482	+	NOT EXPRESSED		
MT3940(not expressed)	4298559	4299146	587	-	NOT EXPRESSED		
MT3941(not expressed)	4299190	4299981	791	+	NOT EXPRESSED		
MT3942(not expressed)	4299978	4301237	1259	-	NOT EXPRESSED		
MT3943-MT3944	4301370	4303137	1767	+	15.7	2	MT3943, MT3944
MT3947(not expressed)	4305088	4305864	776	+	NOT EXPRESSED		
MT3945-MT3946	4303332	4304992	1660	-	35.5	2	MT3945, MT3946
MT3948(not expressed)	4305941	4306303	362	+	NOT EXPRESSED		
MT3949	4306501	4307046	545	+	6749.1	1	MT3949
MT3952(not expressed)	4309147	4309251	104	+	NOT EXPRESSED		
MT3950-MT3951	4307061	4308919	1858	-	63.5	2	MT3950, MT3951
MT3954(not expressed)	4310008	4310220	212	-	NOT EXPRESSED		
MT3953	4309458	4309607	149	+	123.0	1	MT3953
MT3954.1	4310570	4311172	602	-	13.8	1	MT3954.1
MT3955	4311098	4311589	491	+	13.9	1	MT3955
MT3958(not expressed)	4312149	4312364	215	+	NOT EXPRESSED		
MT3960-MT3966	4313028	4317291	4263	+	31.2	7	MT3960, MT3961, MT3962, MT3963, MT3964, MT3965, MT3966
MT3957-MT3959	4311626	4312757	1131	-	46.4	2	MT3957, MT3959
MT3967-MT3968	4317398	4318292	894	+	295.0	2	MT3967, MT3968
MT3969	4318328	4319797	1469	-	401.6	1	MT3969
MT3970	4319873	4320523	650	+	51.0	1	MT3970
MT3971-MT3974.1	4320725	4328803	8078	-	82.1	6	MT3971, MT3972, MT3972.1, MT3973, MT3974, MT3974.1
MT3975	4329101	4330273	1172	+	11.5	1	MT3975
MT3977	4331172	4332350	1178	+	39.9	1	MT3977
MT3978-MT3987	4332593	4344504	11911	+	273.6	9	MT3978, MT3979, MT3981, MT3982, MT3983, MT3984, MT3985, MT3986, MT3987
MT3988-MT3989	4344597	4345219	622	+	4534.2	2	MT3988, MT3989
MT3976	4330495	4330845	350	-	29.8	1	MT3976
MT3993-MT3996	4349915	4354229	4314	-	170.8	4	MT3993, MT3994, MT3995, MT3996
MT3997-MT4000	4354336	4360480	6144	-	32.9	4	MT3997, MT3998, MT3999, MT4000
MT4002	4362457	4363866	1409	-	17.3	1	MT4002
MT4003-MT4006	4363983	4366674	2691	-	92.6	4	MT4003, MT4004, MT4005, MT4006
MT4007(not expressed)	4366786	4367985	1199	-	NOT EXPRESSED		
MT4008-MT4010	4368064	4372754	4690	-	22.0	2	MT4008, MT4010
MT4011(not expressed)	4372755	4374242	1487	-	NOT EXPRESSED		
MT4012-MT4014	4374245	4376292	2047	-	34.5	3	MT4012, MT4013, MT4014
MT4016(not expressed)	4376454	4377686	1232	-	NOT EXPRESSED		
MT3990-MT3992	4345333	4349857	4524	+	98.4	3	MT3990, MT3991, MT3992
MT4019(not expressed)	4379109	4379294	185	+	NOT EXPRESSED		
MT4017-MT4020	4377680	4380202	2522	-	18.7	3	MT4017, MT4018, MT4020
MT4022(not expressed)	4380199	4382739	2540	-	NOT EXPRESSED		
MT4023(not expressed)	4382744	4383016	272	-	NOT EXPRESSED		
MT4024	4383027	4383338	311	-	12.8	1	MT4024
MT4026.1(not expressed)	4385395	4385607	212	+	NOT EXPRESSED		
MT4027-MT4030	4385756	4393082	7326	+	26.5	4	MT4027, MT4028, MT4029, MT4030
MT4031(not expressed)	4393175	4393939	764	+	NOT EXPRESSED		
MT4025-MT4026	4383404	4385380	1976	-	52.0	2	MT4025, MT4026
MT4032-MT4034	4394033	4396717	2684	+	128.1	3	MT4032, MT4033, MT4034
MT4041.2(not expressed)	4403250	4403471	221	+	NOT EXPRESSED		
MT4035-MT4041.1	4396738	4403234	6496	-	60.5	10	MT4035, MT4035.1, MT4036, MT4037, MT4038, MT4039, MT4040, MT4040.1, MT4041, MT4041.1
