Strain,Gene,No_of_mutations
TKK_04_0008.annotated.vcf,RVBD_3514,354
TKK_04_0008.annotated.vcf,RVBD_2480c,327
TKK_04_0008.annotated.vcf,RVBD_2278,327
TKK_04_0008.annotated.vcf,RVBD_3474,327
TKK_04_0008.annotated.vcf,RVBD_3325,327
TKK_04_0008.annotated.vcf,RVBD_1757c,327
TKK_04_0008.annotated.vcf,RVBD_2105,327
TKK_04_0008.annotated.vcf,RVBD_2168c,327
TKK_04_0008.annotated.vcf,RVBD_2354,327
TKK_04_0008.annotated.vcf,RVBD_1370c,326
TKK_04_0008.annotated.vcf,RVBD_2648,325
TKK_04_0008.annotated.vcf,RVBD_3381c,323
TKK_04_0008.annotated.vcf,RVBD_1763,320
TKK_04_0008.annotated.vcf,RVBD_3511,307
TKK_04_0008.annotated.vcf,RVBD_3343c,255
TKK_04_0008.annotated.vcf,RVBD_1753c,196
TKK_04_0008.annotated.vcf,RVBD_0355c,177
TKK_04_0013.annotated.vcf,RVBD_1756c,885
TKK_04_0013.annotated.vcf,RVBD_0796,885
TKK_04_0013.annotated.vcf,RVBD_2355,885
TKK_04_0013.annotated.vcf,RVBD_2649,885
TKK_04_0013.annotated.vcf,RVBD_2479c,884
TKK_04_0013.annotated.vcf,RVBD_3326,884
TKK_04_0013.annotated.vcf,RVBD_3475,882
TKK_04_0013.annotated.vcf,RVBD_1369c,881
TKK_04_0013.annotated.vcf,RVBD_1764,877
TKK_04_0013.annotated.vcf,RVBD_2106,869
TKK_04_0013.annotated.vcf,RVBD_2167c,862
TKK_04_0013.annotated.vcf,RVBD_2279,859
TKK_04_0013.annotated.vcf,RVBD_3380c,855
TKK_04_0013.annotated.vcf,RVBD_3508,348
TKK_04_0013.annotated.vcf,RVBD_2354,327
TKK_04_0013.annotated.vcf,RVBD_2278,327
TKK_04_0013.annotated.vcf,RVBD_3474,327
TKK_04_0013.annotated.vcf,RVBD_1757c,327
TKK_04_0013.annotated.vcf,RVBD_2105,327
TKK_04_0013.annotated.vcf,RVBD_3381c,327
TKK_04_0013.annotated.vcf,RVBD_1370c,327
TKK_04_0013.annotated.vcf,RVBD_0795,327
TKK_04_0013.annotated.vcf,RVBD_2480c,327
TKK_04_0013.annotated.vcf,RVBD_2168c,327
TKK_04_0013.annotated.vcf,RVBD_2648,327
TKK_04_0013.annotated.vcf,RVBD_3325,325
TKK_04_0013.annotated.vcf,RVBD_1763,325
TKK_04_0013.annotated.vcf,RVBD_3343c,234
TKK_04_0013.annotated.vcf,RVBD_1452c,226
TKK_04_0013.annotated.vcf,RVBD_1917c,201
TKK_04_0014.annotated.vcf,RVBD_1764,885
TKK_04_0014.annotated.vcf,RVBD_3475,885
TKK_04_0014.annotated.vcf,RVBD_2479c,885
TKK_04_0014.annotated.vcf,RVBD_2814c,885
TKK_04_0014.annotated.vcf,RVBD_3380c,885
TKK_04_0014.annotated.vcf,RVBD_2167c,885
TKK_04_0014.annotated.vcf,RVBD_2279,885
TKK_04_0014.annotated.vcf,RVBD_2649,885
TKK_04_0014.annotated.vcf,RVBD_3326,876
TKK_04_0014.annotated.vcf,RVBD_3514,684
TKK_04_0014.annotated.vcf,RVBD_2480c,327
TKK_04_0014.annotated.vcf,RVBD_2278,327
TKK_04_0014.annotated.vcf,RVBD_3325,327
TKK_04_0014.annotated.vcf,RVBD_2815c,327
TKK_04_0014.annotated.vcf,RVBD_3474,327
TKK_04_0014.annotated.vcf,RVBD_1763,327
TKK_04_0014.annotated.vcf,RVBD_2168c,327
TKK_04_0014.annotated.vcf,RVBD_2648,327
TKK_04_0014.annotated.vcf,RVBD_3381c,325
TKK_04_0014.annotated.vcf,RVBD_3511,241
TKK_04_0014.annotated.vcf,RVBD_1730c,223
TKK_04_0014.annotated.vcf,RVBD_3611,166
TKK_04_0014.annotated.vcf,RVBD_0090,135
TKK_04_0014.annotated.vcf,RVBD_1917c,134
TKK_04_0014.annotated.vcf,RVBD_1135c,130
TKK_04_0014.annotated.vcf,RVBD_0747,122
TKK_04_0014.annotated.vcf,RVBD_3508,112
TKK_04_0014.annotated.vcf,RVBD_1753c,105
TKK_04_0014.annotated.vcf,RVBD_3345c,102
TKK_04_0014.annotated.vcf,RVBD_3512,84
TKK_04_0015.annotated.vcf,RVBD_3475,885
TKK_04_0015.annotated.vcf,RVBD_3326,885
TKK_04_0015.annotated.vcf,RVBD_2167c,885
TKK_04_0015.annotated.vcf,RVBD_2649,885
TKK_04_0015.annotated.vcf,RVBD_2106,885
TKK_04_0015.annotated.vcf,RVBD_2279,884
TKK_04_0015.annotated.vcf,RVBD_0796,884
TKK_04_0015.annotated.vcf,RVBD_2479c,881
TKK_04_0015.annotated.vcf,RVBD_1764,880
TKK_04_0015.annotated.vcf,RVBD_3380c,877
TKK_04_0015.annotated.vcf,RVBD_1369c,876
TKK_04_0015.annotated.vcf,RVBD_3508,674
TKK_04_0015.annotated.vcf,RVBD_2480c,327
TKK_04_0015.annotated.vcf,RVBD_1370c,327
TKK_04_0015.annotated.vcf,RVBD_0795,327
TKK_04_0015.annotated.vcf,RVBD_3474,327
TKK_04_0015.annotated.vcf,RVBD_2278,327
TKK_04_0015.annotated.vcf,RVBD_2105,327
TKK_04_0015.annotated.vcf,RVBD_3381c,327
TKK_04_0015.annotated.vcf,RVBD_2648,327
TKK_04_0015.annotated.vcf,RVBD_3325,326
TKK_04_0015.annotated.vcf,RVBD_1763,324
TKK_04_0015.annotated.vcf,RVBD_2168c,324
TKK_04_0015.annotated.vcf,RVBD_3511,315
TKK_04_0015.annotated.vcf,RVBD_3514,227
TKK_04_0015.annotated.vcf,RVBD_3425,159
TKK_04_0015.annotated.vcf,RVBD_1917c,132
TKK_04_0015.annotated.vcf,RVBD_1753c,115
TKK_04_0015.annotated.vcf,RVBD_0978c,103
TKK_04_0015.annotated.vcf,RVBD_3343c,100
TKK_04_0017.annotated.vcf,RVBD_3475,885
TKK_04_0017.annotated.vcf,RVBD_1756c,885
TKK_04_0017.annotated.vcf,RVBD_2479c,885
TKK_04_0017.annotated.vcf,RVBD_2814c,885
TKK_04_0017.annotated.vcf,RVBD_2279,885
TKK_04_0017.annotated.vcf,RVBD_2355,885
TKK_04_0017.annotated.vcf,RVBD_3380c,885
TKK_04_0017.annotated.vcf,RVBD_2167c,885
TKK_04_0017.annotated.vcf,RVBD_2649,885
TKK_04_0017.annotated.vcf,RVBD_1764,878
TKK_04_0017.annotated.vcf,RVBD_3326,876
TKK_04_0017.annotated.vcf,RVBD_3514,650
TKK_04_0017.annotated.vcf,RVBD_3508,585
TKK_04_0017.annotated.vcf,RVBD_3511,363
TKK_04_0017.annotated.vcf,RVBD_2278,327
TKK_04_0017.annotated.vcf,RVBD_3325,327
TKK_04_0017.annotated.vcf,RVBD_1757c,327
TKK_04_0017.annotated.vcf,RVBD_3381c,327
TKK_04_0017.annotated.vcf,RVBD_2480c,327
TKK_04_0017.annotated.vcf,RVBD_3474,327
TKK_04_0017.annotated.vcf,RVBD_1763,327
TKK_04_0017.annotated.vcf,RVBD_2168c,327
TKK_04_0017.annotated.vcf,RVBD_2354,327
TKK_04_0017.annotated.vcf,RVBD_2648,327
TKK_04_0017.annotated.vcf,RVBD_2815c,325
TKK_04_0017.annotated.vcf,RVBD_1452c,261
TKK_04_0017.annotated.vcf,RVBD_0278c,248
TKK_04_0017.annotated.vcf,RVBD_1730c,223
TKK_04_0017.annotated.vcf,RVBD_2615c,150
TKK_04_0017.annotated.vcf,RVBD_1753c,150
TKK_04_0018.annotated.vcf,RVBD_3475,885
TKK_04_0018.annotated.vcf,RVBD_3326,875
TKK_04_0018.annotated.vcf,RVBD_3514,770
TKK_04_0018.annotated.vcf,RVBD_3511,438
TKK_04_0018.annotated.vcf,RVBD_0278c,354
TKK_04_0018.annotated.vcf,RVBD_3325,327
TKK_04_0018.annotated.vcf,RVBD_3474,327
TKK_04_0018.annotated.vcf,RVBD_0279c,234
TKK_04_0018.annotated.vcf,RVBD_1730c,223
TKK_04_0018.annotated.vcf,RVBD_1135c,160
TKK_04_0018.annotated.vcf,RVBD_0747,135
TKK_04_0018.annotated.vcf,RVBD_0090,135
TKK_04_0018.annotated.vcf,RVBD_1917c,134
TKK_04_0018.annotated.vcf,RVBD_1087,106
TKK_04_0018.annotated.vcf,RVBD_1753c,106
TKK_04_0018.annotated.vcf,RVBD_0095c,101
TKK_04_0018.annotated.vcf,RVBD_3345c,99
TKK_04_0018.annotated.vcf,RVBD_3281,74
TKK_04_0018.annotated.vcf,RVBD_1045,73
TKK_04_0018.annotated.vcf,RVBD_0355c,57
TKK_04_0018.annotated.vcf,RVBD_2543,48
TKK_04_0018.annotated.vcf,RVBD_0045c,42
TKK_04_0018.annotated.vcf,RVBD_2544,39
TKK_04_0018.annotated.vcf,RVBD_1243c,31
TKK_04_0018.annotated.vcf,RVBD_2624c,30
TKK_04_0018.annotated.vcf,RVBD_3344c,25
TKK_04_0018.annotated.vcf,RVBD_3428c,22
TKK_04_0018.annotated.vcf,RVBD_3785,21
TKK_04_0018.annotated.vcf,RVBD_3347c,17
TKK_04_0018.annotated.vcf,RVBD_0071,17
TKK_04_0019.annotated.vcf,RVBD_1756c,885
TKK_04_0019.annotated.vcf,RVBD_0796,885
TKK_04_0019.annotated.vcf,RVBD_2106,885
TKK_04_0019.annotated.vcf,RVBD_2167c,885
TKK_04_0019.annotated.vcf,RVBD_2279,885
TKK_04_0019.annotated.vcf,RVBD_2649,885
TKK_04_0019.annotated.vcf,RVBD_2479c,884
TKK_04_0019.annotated.vcf,RVBD_3380c,884
TKK_04_0019.annotated.vcf,RVBD_2814c,882
TKK_04_0019.annotated.vcf,RVBD_3475,880
TKK_04_0019.annotated.vcf,RVBD_1764,879
TKK_04_0019.annotated.vcf,RVBD_2355,877
TKK_04_0019.annotated.vcf,RVBD_3326,875
TKK_04_0019.annotated.vcf,RVBD_3508,526
TKK_04_0019.annotated.vcf,RVBD_3514,383
TKK_04_0019.annotated.vcf,RVBD_3511,358
TKK_04_0019.annotated.vcf,RVBD_1452c,330
TKK_04_0019.annotated.vcf,RVBD_2354,327
TKK_04_0019.annotated.vcf,RVBD_2480c,327
TKK_04_0019.annotated.vcf,RVBD_2278,327
TKK_04_0019.annotated.vcf,RVBD_3325,327
TKK_04_0019.annotated.vcf,RVBD_1757c,327
TKK_04_0019.annotated.vcf,RVBD_3381c,327
TKK_04_0019.annotated.vcf,RVBD_2105,327
TKK_04_0019.annotated.vcf,RVBD_0795,327
TKK_04_0019.annotated.vcf,RVBD_3474,327
TKK_04_0019.annotated.vcf,RVBD_1763,327
TKK_04_0019.annotated.vcf,RVBD_2168c,327
TKK_04_0019.annotated.vcf,RVBD_2648,326
TKK_04_0019.annotated.vcf,RVBD_2815c,325
TKK_04_0020.annotated.vcf,RVBD_2106,883
TKK_04_0020.annotated.vcf,RVBD_3475,878
TKK_04_0020.annotated.vcf,RVBD_1764,870
TKK_04_0020.annotated.vcf,RVBD_1369c,870
TKK_04_0020.annotated.vcf,RVBD_3508,869
TKK_04_0020.annotated.vcf,RVBD_0796,866
TKK_04_0020.annotated.vcf,RVBD_2479c,863
TKK_04_0020.annotated.vcf,RVBD_3380c,861
TKK_04_0020.annotated.vcf,RVBD_3326,851
TKK_04_0020.annotated.vcf,RVBD_2167c,806
TKK_04_0020.annotated.vcf,RVBD_2279,772
TKK_04_0020.annotated.vcf,RVBD_3514,344
TKK_04_0020.annotated.vcf,RVBD_2278,327
TKK_04_0020.annotated.vcf,RVBD_2105,327
TKK_04_0020.annotated.vcf,RVBD_2480c,327
TKK_04_0020.annotated.vcf,RVBD_1763,327
TKK_04_0020.annotated.vcf,RVBD_1370c,325
TKK_04_0020.annotated.vcf,RVBD_3325,324
TKK_04_0020.annotated.vcf,RVBD_2168c,323
TKK_04_0020.annotated.vcf,RVBD_0795,322
TKK_04_0020.annotated.vcf,RVBD_3381c,321
TKK_04_0020.annotated.vcf,RVBD_3474,317
TKK_04_0020.annotated.vcf,RVBD_0797,308
TKK_04_0020.annotated.vcf,RVBD_1067c,253
TKK_04_0020.annotated.vcf,RVBD_1450c,233
TKK_04_0020.annotated.vcf,RVBD_0094c,190
TKK_04_0020.annotated.vcf,RVBD_3425,162
TKK_04_0020.annotated.vcf,RVBD_0355c,141
TKK_04_0020.annotated.vcf,RVBD_3345c,139
TKK_04_0020.annotated.vcf,RVBD_1917c,137
TKK_04_0021.annotated.vcf,RVBD_3514,1127
TKK_04_0021.annotated.vcf,RVBD_1764,885
TKK_04_0021.annotated.vcf,RVBD_3475,885
TKK_04_0021.annotated.vcf,RVBD_2355,885
TKK_04_0021.annotated.vcf,RVBD_2167c,885
TKK_04_0021.annotated.vcf,RVBD_2649,885
TKK_04_0021.annotated.vcf,RVBD_2106,885
TKK_04_0021.annotated.vcf,RVBD_0796,885
TKK_04_0021.annotated.vcf,RVBD_3326,884
TKK_04_0021.annotated.vcf,RVBD_2279,884
TKK_04_0021.annotated.vcf,RVBD_1369c,884
TKK_04_0021.annotated.vcf,RVBD_3380c,883
TKK_04_0021.annotated.vcf,RVBD_2479c,882
TKK_04_0021.annotated.vcf,RVBD_3508,568
TKK_04_0021.annotated.vcf,RVBD_3343c,338
TKK_04_0021.annotated.vcf,RVBD_2480c,327
TKK_04_0021.annotated.vcf,RVBD_1370c,327
TKK_04_0021.annotated.vcf,RVBD_0795,327
TKK_04_0021.annotated.vcf,RVBD_2278,327
TKK_04_0021.annotated.vcf,RVBD_3474,327
TKK_04_0021.annotated.vcf,RVBD_3325,327
TKK_04_0021.annotated.vcf,RVBD_2105,327
TKK_04_0021.annotated.vcf,RVBD_3381c,327
TKK_04_0021.annotated.vcf,RVBD_2354,327
TKK_04_0021.annotated.vcf,RVBD_2648,327
TKK_04_0021.annotated.vcf,RVBD_2168c,326
TKK_04_0021.annotated.vcf,RVBD_1763,325
TKK_04_0021.annotated.vcf,RVBD_1450c,231
TKK_04_0021.annotated.vcf,RVBD_1753c,128
TKK_04_0021.annotated.vcf,RVBD_0064,125
TKK_04_0022.annotated.vcf,RVBD_3508,890
TKK_04_0022.annotated.vcf,RVBD_3380c,691
TKK_04_0022.annotated.vcf,RVBD_2106,616
TKK_04_0022.annotated.vcf,RVBD_1764,612
TKK_04_0022.annotated.vcf,RVBD_0796,586
TKK_04_0022.annotated.vcf,RVBD_2167c,551
TKK_04_0022.annotated.vcf,RVBD_3475,541
TKK_04_0022.annotated.vcf,RVBD_1369c,515
TKK_04_0022.annotated.vcf,RVBD_3326,510
TKK_04_0022.annotated.vcf,RVBD_2649,494
TKK_04_0022.annotated.vcf,RVBD_2355,483
TKK_04_0022.annotated.vcf,RVBD_2279,448
TKK_04_0022.annotated.vcf,RVBD_3514,441
TKK_04_0022.annotated.vcf,RVBD_2479c,430
TKK_04_0022.annotated.vcf,RVBD_3187,304
TKK_04_0022.annotated.vcf,RVBD_2105,292
TKK_04_0022.annotated.vcf,RVBD_2168c,275
TKK_04_0022.annotated.vcf,RVBD_3185,274
TKK_04_0022.annotated.vcf,RVBD_3381c,272
TKK_04_0022.annotated.vcf,RVBD_3327,271
TKK_04_0022.annotated.vcf,RVBD_2648,257
TKK_04_0022.annotated.vcf,RVBD_2278,214
TKK_04_0022.annotated.vcf,RVBD_3325,214
TKK_04_0022.annotated.vcf,RVBD_3474,209
TKK_04_0022.annotated.vcf,RVBD_1917c,202
TKK_04_0022.annotated.vcf,RVBD_0795,196
TKK_04_0022.annotated.vcf,RVBD_1370c,194
TKK_04_0022.annotated.vcf,RVBD_2480c,183
TKK_04_0022.annotated.vcf,RVBD_1763,182
TKK_04_0022.annotated.vcf,RVBD_3511,176
TKK_04_0023.annotated.vcf,RVBD_1756c,885
TKK_04_0023.annotated.vcf,RVBD_2479c,885
TKK_04_0023.annotated.vcf,RVBD_2814c,885
TKK_04_0023.annotated.vcf,RVBD_0796,885
TKK_04_0023.annotated.vcf,RVBD_2106,885
TKK_04_0023.annotated.vcf,RVBD_2167c,885
TKK_04_0023.annotated.vcf,RVBD_2279,885
TKK_04_0023.annotated.vcf,RVBD_2649,885
TKK_04_0023.annotated.vcf,RVBD_3380c,882
TKK_04_0023.annotated.vcf,RVBD_3475,881
TKK_04_0023.annotated.vcf,RVBD_3326,879
TKK_04_0023.annotated.vcf,RVBD_1764,878
TKK_04_0023.annotated.vcf,RVBD_3327,337
TKK_04_0023.annotated.vcf,RVBD_2480c,327
TKK_04_0023.annotated.vcf,RVBD_3325,327
TKK_04_0023.annotated.vcf,RVBD_1757c,327
TKK_04_0023.annotated.vcf,RVBD_2815c,327
TKK_04_0023.annotated.vcf,RVBD_0795,327
TKK_04_0023.annotated.vcf,RVBD_3474,327
TKK_04_0023.annotated.vcf,RVBD_2168c,327
TKK_04_0023.annotated.vcf,RVBD_2648,327
TKK_04_0023.annotated.vcf,RVBD_2278,326
TKK_04_0023.annotated.vcf,RVBD_2105,326
TKK_04_0023.annotated.vcf,RVBD_1763,324
TKK_04_0023.annotated.vcf,RVBD_3381c,322
TKK_04_0023.annotated.vcf,RVBD_2544,305
TKK_04_0023.annotated.vcf,RVBD_0278c,243
TKK_04_0023.annotated.vcf,RVBD_1452c,223
TKK_04_0023.annotated.vcf,RVBD_1753c,182
TKK_04_0023.annotated.vcf,RVBD_1450c,163
TKK_04_0024.annotated.vcf,RVBD_2649,885
TKK_04_0024.annotated.vcf,RVBD_1369c,885
TKK_04_0024.annotated.vcf,RVBD_2167c,884
TKK_04_0024.annotated.vcf,RVBD_2479c,880
TKK_04_0024.annotated.vcf,RVBD_2279,878
TKK_04_0024.annotated.vcf,RVBD_3475,875
TKK_04_0024.annotated.vcf,RVBD_3380c,875
TKK_04_0024.annotated.vcf,RVBD_1764,840
TKK_04_0024.annotated.vcf,RVBD_1370c,327
TKK_04_0024.annotated.vcf,RVBD_3474,327
TKK_04_0024.annotated.vcf,RVBD_2480c,327
TKK_04_0024.annotated.vcf,RVBD_2278,327
TKK_04_0024.annotated.vcf,RVBD_2168c,327
TKK_04_0024.annotated.vcf,RVBD_2648,325
TKK_04_0024.annotated.vcf,RVBD_1763,323
TKK_04_0024.annotated.vcf,RVBD_3381c,320
TKK_04_0024.annotated.vcf,RVBD_3508,234
TKK_04_0024.annotated.vcf,RVBD_1452c,200
TKK_04_0024.annotated.vcf,RVBD_3511,177
TKK_04_0024.annotated.vcf,RVBD_0355c,162
TKK_04_0024.annotated.vcf,RVBD_1917c,148
TKK_04_0024.annotated.vcf,RVBD_0064,125
TKK_04_0024.annotated.vcf,RVBD_0978c,101
TKK_04_0024.annotated.vcf,RVBD_1753c,88
TKK_04_0024.annotated.vcf,RVBD_1361c,82
TKK_04_0024.annotated.vcf,RVBD_1004c,80
TKK_04_0024.annotated.vcf,RVBD_1450c,79
TKK_04_0024.annotated.vcf,RVBD_3512,42
TKK_04_0024.annotated.vcf,RVBD_1468c,35
TKK_04_0024.annotated.vcf,RVBD_3350c,28
TKK_04_0029.annotated.vcf,RVBD_2479c,885
TKK_04_0029.annotated.vcf,RVBD_0796,885
TKK_04_0029.annotated.vcf,RVBD_1369c,885
TKK_04_0029.annotated.vcf,RVBD_3380c,885
TKK_04_0029.annotated.vcf,RVBD_2106,885
TKK_04_0029.annotated.vcf,RVBD_2167c,885
TKK_04_0029.annotated.vcf,RVBD_2649,885
TKK_04_0029.annotated.vcf,RVBD_3326,884
TKK_04_0029.annotated.vcf,RVBD_3475,884
TKK_04_0029.annotated.vcf,RVBD_2279,862
TKK_04_0029.annotated.vcf,RVBD_3514,369
TKK_04_0029.annotated.vcf,RVBD_2278,327
TKK_04_0029.annotated.vcf,RVBD_3474,327
TKK_04_0029.annotated.vcf,RVBD_3325,327
TKK_04_0029.annotated.vcf,RVBD_2105,327
TKK_04_0029.annotated.vcf,RVBD_2480c,327
TKK_04_0029.annotated.vcf,RVBD_1370c,327
TKK_04_0029.annotated.vcf,RVBD_0795,327
TKK_04_0029.annotated.vcf,RVBD_2168c,327
TKK_04_0029.annotated.vcf,RVBD_2648,327
TKK_04_0029.annotated.vcf,RVBD_3381c,323
TKK_04_0029.annotated.vcf,RVBD_0797,288
TKK_04_0029.annotated.vcf,RVBD_1450c,211
TKK_04_0029.annotated.vcf,RVBD_1087,137
TKK_04_0029.annotated.vcf,RVBD_1917c,132
TKK_04_0029.annotated.vcf,RVBD_2815c,127
TKK_04_0029.annotated.vcf,RVBD_0978c,113
TKK_04_0029.annotated.vcf,RVBD_3343c,101
TKK_04_0029.annotated.vcf,RVBD_1787,89
TKK_04_0029.annotated.vcf,RVBD_0304c,62
TKK_04_0030.annotated.vcf,RVBD_1765c,1001
TKK_04_0030.annotated.vcf,RVBD_3508,915
TKK_04_0030.annotated.vcf,RVBD_3326,885
TKK_04_0030.annotated.vcf,RVBD_2167c,885
TKK_04_0030.annotated.vcf,RVBD_2649,885
TKK_04_0030.annotated.vcf,RVBD_2106,885
TKK_04_0030.annotated.vcf,RVBD_0796,885
TKK_04_0030.annotated.vcf,RVBD_1764,875
TKK_04_0030.annotated.vcf,RVBD_3475,875
TKK_04_0030.annotated.vcf,RVBD_2355,873
TKK_04_0030.annotated.vcf,RVBD_2479c,869
TKK_04_0030.annotated.vcf,RVBD_3380c,859
TKK_04_0030.annotated.vcf,RVBD_2279,850
TKK_04_0030.annotated.vcf,RVBD_1369c,822
TKK_04_0030.annotated.vcf,RVBD_2480c,327
TKK_04_0030.annotated.vcf,RVBD_1370c,327
TKK_04_0030.annotated.vcf,RVBD_0795,327
TKK_04_0030.annotated.vcf,RVBD_2278,327
TKK_04_0030.annotated.vcf,RVBD_3474,327
TKK_04_0030.annotated.vcf,RVBD_3325,327
TKK_04_0030.annotated.vcf,RVBD_2105,327
TKK_04_0030.annotated.vcf,RVBD_2168c,327
TKK_04_0030.annotated.vcf,RVBD_2648,327
TKK_04_0030.annotated.vcf,RVBD_2354,327
TKK_04_0030.annotated.vcf,RVBD_1763,324
TKK_04_0030.annotated.vcf,RVBD_3381c,322
TKK_04_0030.annotated.vcf,RVBD_1753c,163
TKK_04_0030.annotated.vcf,RVBD_0355c,162
TKK_04_0030.annotated.vcf,RVBD_1452c,144
TKK_04_0030.annotated.vcf,RVBD_1917c,135
TKK_04_0031.annotated.vcf,RVBD_2167c,885
TKK_04_0031.annotated.vcf,RVBD_2279,885
TKK_04_0031.annotated.vcf,RVBD_2649,885
TKK_04_0031.annotated.vcf,RVBD_2479c,883
TKK_04_0031.annotated.vcf,RVBD_3326,882
TKK_04_0031.annotated.vcf,RVBD_1369c,877
TKK_04_0031.annotated.vcf,RVBD_2355,873
TKK_04_0031.annotated.vcf,RVBD_3380c,869
TKK_04_0031.annotated.vcf,RVBD_1756c,864
TKK_04_0031.annotated.vcf,RVBD_2106,863
TKK_04_0031.annotated.vcf,RVBD_3475,801
TKK_04_0031.annotated.vcf,RVBD_3514,342
TKK_04_0031.annotated.vcf,RVBD_2480c,327
TKK_04_0031.annotated.vcf,RVBD_1370c,327
TKK_04_0031.annotated.vcf,RVBD_2278,327
TKK_04_0031.annotated.vcf,RVBD_3474,327
TKK_04_0031.annotated.vcf,RVBD_3325,327
TKK_04_0031.annotated.vcf,RVBD_2105,327
TKK_04_0031.annotated.vcf,RVBD_2648,327
TKK_04_0031.annotated.vcf,RVBD_2354,326
TKK_04_0031.annotated.vcf,RVBD_2168c,326
TKK_04_0031.annotated.vcf,RVBD_3381c,325
TKK_04_0031.annotated.vcf,RVBD_1757c,322
TKK_04_0031.annotated.vcf,RVBD_3508,144
TKK_04_0031.annotated.vcf,RVBD_1917c,131
TKK_04_0031.annotated.vcf,RVBD_2048c,125
TKK_04_0031.annotated.vcf,RVBD_3425,82
TKK_04_0031.annotated.vcf,RVBD_1468c,51
TKK_04_0031.annotated.vcf,RVBD_3426,40
TKK_04_0031.annotated.vcf,RVBD_1158c,34
TKK_04_0033.annotated.vcf,RVBD_1764,885
TKK_04_0033.annotated.vcf,RVBD_3475,885
TKK_04_0033.annotated.vcf,RVBD_1756c,885
TKK_04_0033.annotated.vcf,RVBD_2479c,885
TKK_04_0033.annotated.vcf,RVBD_2814c,885
TKK_04_0033.annotated.vcf,RVBD_2106,885
TKK_04_0033.annotated.vcf,RVBD_2167c,885
TKK_04_0033.annotated.vcf,RVBD_2279,885
TKK_04_0033.annotated.vcf,RVBD_2649,885
TKK_04_0033.annotated.vcf,RVBD_3380c,884
TKK_04_0033.annotated.vcf,RVBD_3326,873
TKK_04_0033.annotated.vcf,RVBD_3514,661
TKK_04_0033.annotated.vcf,RVBD_3511,409
TKK_04_0033.annotated.vcf,RVBD_2480c,327
TKK_04_0033.annotated.vcf,RVBD_3325,327
TKK_04_0033.annotated.vcf,RVBD_1757c,327
TKK_04_0033.annotated.vcf,RVBD_2105,327
TKK_04_0033.annotated.vcf,RVBD_3381c,327
TKK_04_0033.annotated.vcf,RVBD_3474,327
TKK_04_0033.annotated.vcf,RVBD_1763,327
TKK_04_0033.annotated.vcf,RVBD_2168c,327
TKK_04_0033.annotated.vcf,RVBD_2648,327
TKK_04_0033.annotated.vcf,RVBD_2278,326
TKK_04_0033.annotated.vcf,RVBD_2815c,325
TKK_04_0033.annotated.vcf,RVBD_3508,283
TKK_04_0033.annotated.vcf,RVBD_1730c,223
TKK_04_0033.annotated.vcf,RVBD_1917c,202
TKK_04_0033.annotated.vcf,RVBD_0747,194
TKK_04_0033.annotated.vcf,RVBD_3187,189
TKK_04_0033.annotated.vcf,RVBD_1135c,160
TKK_04_0034.annotated.vcf,RVBD_1369c,766
TKK_04_0034.annotated.vcf,RVBD_3326,685
TKK_04_0034.annotated.vcf,RVBD_3475,670
TKK_04_0034.annotated.vcf,RVBD_2106,642
TKK_04_0034.annotated.vcf,RVBD_2167c,597
TKK_04_0034.annotated.vcf,RVBD_2279,560
TKK_04_0034.annotated.vcf,RVBD_2649,552
TKK_04_0034.annotated.vcf,RVBD_1764,543
TKK_04_0034.annotated.vcf,RVBD_2479c,540
TKK_04_0034.annotated.vcf,RVBD_2355,510
TKK_04_0034.annotated.vcf,RVBD_0796,504
TKK_04_0034.annotated.vcf,RVBD_3380c,463
TKK_04_0034.annotated.vcf,RVBD_3327,331
TKK_04_0034.annotated.vcf,RVBD_3187,327
TKK_04_0034.annotated.vcf,RVBD_3474,298
TKK_04_0034.annotated.vcf,RVBD_1763,278
TKK_04_0034.annotated.vcf,RVBD_0795,270
TKK_04_0034.annotated.vcf,RVBD_3381c,260
TKK_04_0034.annotated.vcf,RVBD_3325,242
TKK_04_0034.annotated.vcf,RVBD_2168c,231
TKK_04_0034.annotated.vcf,RVBD_2278,218
TKK_04_0034.annotated.vcf,RVBD_3514,207
TKK_04_0034.annotated.vcf,RVBD_1917c,203
TKK_04_0034.annotated.vcf,RVBD_3511,202
TKK_04_0034.annotated.vcf,RVBD_2480c,197
TKK_04_0034.annotated.vcf,RVBD_2105,194
TKK_04_0034.annotated.vcf,RVBD_2354,185
TKK_04_0034.annotated.vcf,RVBD_3512,166
TKK_04_0034.annotated.vcf,RVBD_2082,142
TKK_04_0034.annotated.vcf,RVBD_3508,134
TKK_04_0036.annotated.vcf,RVBD_1764,885
TKK_04_0036.annotated.vcf,RVBD_1756c,885
TKK_04_0036.annotated.vcf,RVBD_2479c,885
TKK_04_0036.annotated.vcf,RVBD_3326,885
TKK_04_0036.annotated.vcf,RVBD_2355,885
TKK_04_0036.annotated.vcf,RVBD_3380c,885
TKK_04_0036.annotated.vcf,RVBD_2106,885
TKK_04_0036.annotated.vcf,RVBD_2167c,885
TKK_04_0036.annotated.vcf,RVBD_2649,885
TKK_04_0036.annotated.vcf,RVBD_0796,884
TKK_04_0036.annotated.vcf,RVBD_2279,880
TKK_04_0036.annotated.vcf,RVBD_3475,877
